"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest","Andelsnummer","InternIdBruksenhet"
"691",2710000,10,2011,6,"B","Green",5,113.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"4325.6",1,0,0,0,0,0,50,"6750.0","0.0","6750.0","2413.0",0,4,1,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-03,"4626/35/36/36",4626,35,36,"36",300099776,"Bildøyvegen 19","bildøyvegen",19,NA,"H0204","5353","Boligblokker",1224186,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732073.83","-43677.07",7,6043080
"695",2450000,10,2011,6,"B","Green",5,113.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"4325.6",1,0,0,0,0,0,50,"6750.0","0.0","6750.0","2413.0",0,2,11,"48.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-01,"4626/35/36/24",4626,35,36,"24",300099776,"Bildøyvegen 19","bildøyvegen",19,NA,"H0204","5353","Boligblokker",247700,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732073.83","-43677.07",4,6043068
"697",3900000,6,2015,6,"B","Red",1,94.94,"Betong",1,"Fritt salg","Blokkleilighet",2,"10176.3",1,0,0,0,0,0,25,"3081.0","0.0","3081.0","1679.0",0,3,1,"92.0",3,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-18,"4624/49/133/19",4624,49,133,"19",300429386,"Lekvenmarka 116","lekvenmarka",116,NA,"H0302","5209","Boligblokker",205462,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6708877.95","-28729.07",3,6396546
"711",2690000,30,1991,3,"E","Red",1,229.55,"Betong",1,"Fritt salg","Blokkleilighet",1,"8983.1",1,0,0,0,0,0,38,"3858.0","0.0","3858.0","0.0",0,3,1,"63.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-19,"4601/159/957/58",4601,159,957,"58",9501533,"Grønnlien 21","grønnlien",45,NA,NA,"5055","Boligblokker",213192,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731537.39","-31797.79",8,4810287
"712",2710000,30,1991,3,"E","Red",1,229.55,"Betong",1,"Fritt salg","Blokkleilighet",1,"8983.1",1,0,0,0,0,0,38,"3858.0","0.0","3858.0","0.0",0,1,10,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-02,"4601/159/957/31",4601,159,957,"31",9501533,"Grønnlien 21","grønnlien",21,NA,NA,"5055","Boligblokker",1372717,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731537.39","-31797.79",12,4810283
"713",2400000,30,1991,3,"E","Red",1,229.55,"Betong",1,"Fritt salg","Blokkleilighet",1,"8983.1",1,0,0,0,0,0,38,"3858.0","0.0","3858.0","0.0",0,1,2,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-02,"4601/159/957/39",4601,159,957,"39",9501533,"Grønnlien 21","grønnlien",21,NA,NA,"5055","Boligblokker",653515,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731537.39","-31797.79",10,4810275
"717",2435000,30,1991,3,"E","Red",1,229.55,"Betong",1,"Fritt salg","Blokkleilighet",1,"8983.1",1,0,0,0,0,0,38,"3858.0","0.0","3858.0","0.0",0,1,5,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-29,"4601/159/957/36",4601,159,957,"36",9501533,"Grønnlien 21","grønnlien",21,NA,NA,"5055","Boligblokker",371709,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731537.39","-31797.79",10,4810278
"718",7905000,72,1949,1,"G","Orange",2,355.03,"Tre",4,"Fritt salg","Tomannsbolig",1,"469.8",0,0,0,0,0,0,2,"289.0","0.0","289.0","0.0",0,2,1,"115.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-12,"4601/160/11/NA",4601,160,11,"NA",139229835,"Langhaugen 3","langhaugen",3,NA,"H0101","5093","Småhus",1269685,"Tomannsbolig, horisontaldelt","Bolig","Bolig","6731124.51","-30190.97",8,4847320
"721",3420000,29,1992,3,"E","Red",1,194.83,"Betong",1,"Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,4,3,"64.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-16,"4601/158/650/29",4601,158,650,"29",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",1583113,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95",8,4813747
"724",3850000,29,1992,3,"E","Red",1,194.83,"Betong",1,"Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,1,9,"78.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-16,"4601/158/650/1",4601,158,650,"1",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",1586279,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95",8,4813760
"728",3910000,29,1992,3,"E","Red",1,194.83,"Betong",1,"Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,2,1,"74.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-17,"4601/158/650/18",4601,158,650,"18",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",1007046,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95",10,4813761
"730",9300000,36,1985,3,"E","Yellow",3,222.98,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"617.7",0,0,0,0,0,0,1,"255.0","0.0","255.0","0.0",0,1,1,"255.0",8,2,3,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-16,"4601/88/97/NA",4601,88,97,"NA",9433007,"Nøttveitlia 29","nøttveitlia",29,NA,"H0101","5238","Småhus",999211,"Enebolig","Bolig","Bolig","6723205.28","-32430.7",9,4799877
"733",2900000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,1,6,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-27,"4601/163/28/4",4601,163,28,"4",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1620167,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",3,4837316
"734",3820000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,2,8,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-26,"4601/163/28/12",4601,163,28,"12",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",918185,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",5,4837259
"735",2780000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,6,7,"35.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-09,"4601/163/28/63",4601,163,28,"63",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",967680,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",5,4837305
"736",3825000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,7,3,"48.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-02,"4601/163/28/69",4601,163,28,"69",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",936699,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",8,4837299
"742",1700000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,5,4,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-18,"4601/163/28/58",4601,163,28,"58",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1011334,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",7,4837287
"745",3860000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,2,6,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-10,"4601/163/28/14",4601,163,28,"14",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1122433,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",4,4837366
"748",5710000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,2,1,"88.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-26,"4601/163/28/19",4601,163,28,"19",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1047596,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",5,4837371
"750",3620000,13,2008,5,"C","Green",5,125.01,"Betong",1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,71,"6096.0","0.0","6096.0","0.0",0,2,9,"51.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-06,"4601/163/28/11",4601,163,28,"11",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1098900,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28",5,4837363
"756",3890000,11,2010,6,"B","Red",1,97.62,"Tre",4,"Fritt salg","Annet",1,"8183.3",1,0,0,0,0,0,8,"722.0","0.0","722.0","440.0",0,2,1,"86.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-11,"4601/34/13/31",4601,34,13,"31",300054352,"Skranevegen 119","skranevegen",121,NA,"H0101","5252","Boligblokker",704008,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6725335.87","-36218.79",3,5658654
"760",3350000,10,2011,6,"B","Green",5,115.55,"Betong",1,"Fritt salg","Annet",1,"2393.7",0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,2,4,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-15,"4601/158/856/62",4601,158,856,"62",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",307822,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81",8,6078893
"762",3460000,10,2011,6,"B","Green",5,115.55,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"2393.7",0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,5,6,"43.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-15,"4601/158/856/90",4601,158,856,"90",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",880119,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81",7,6078921
"763",3950000,10,2011,6,"B","Green",5,115.55,"Betong",1,"Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,1,2,"55.0",3,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-01,"4601/158/856/56",4601,158,856,"56",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",640338,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81",6,4840854
"767",4300000,10,2011,6,"B","Green",5,115.55,"Betong",1,"Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,1,3,"53.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-15,"4601/158/856/57",4601,158,856,"57",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",1576761,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81",5,6078888
"771",3365000,10,2011,6,"B","Green",5,115.55,"Betong",1,"Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,2,5,"42.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-02,"4601/158/856/63",4601,158,856,"63",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",650061,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81",8,2362642
"775",2850000,11,2010,4,"D","Red",1,147.24,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"1277.7",1,0,0,0,0,0,4,"316.0","0.0","316.0","310.0",0,1,1,"78.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-03,"4601/171/216/2",4601,171,216,"2",300092284,"Hylkjebakken 42","hylkjebakken",46,NA,"H0101","5109","Boligblokker",1383438,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6747065.79","-28851.89",4,5793575
"777",2400000,68,1953,2,"F","Orange",2,382.9,"Tre",4,"Fritt salg","Blokkleilighet",1,"451.3",0,0,0,0,0,0,3,"209.0","0.0","209.0","0.0",0,2,1,"60.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-01,"4601/17/71/3",4601,17,71,"3",139413490,"Grønnestølsveien 20 D","grønnestølsveien",20,"D","H0101","5073","Småhus",1071086,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729967.06","-31906.98",6,4883240
"780",3550000,4,2017,7,"A","Lightgreen",4,90.5,"Ikke Oppgitt",0,"Fritt salg","Blokkleilighet",1,"3493.0",0,0,0,0,0,1,43,"8452.0","0.0","8452.0","1915.0",0,4,4,"79.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-02,"4626/35/49/31",4626,35,49,"31",300580842,"Bildøyvegen 9","bildøyvegen",9,NA,"H0204","5353","Boligblokker",813062,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732087.19","-43565.82",7,6695760
"790",2300000,7,2014,5,"C","Green",5,113.64,"Betong",1,"Fritt salg","Blokkleilighet",1,"1594.5",0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,2,2,"64.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-04,"4626/23/383/12",4626,23,383,"12",300493209,"Angeltveitmyrane 14","angeltveitmyrane",14,NA,"H0202","5363","Boligblokker",6921,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33",4,6513976
"792",5650000,7,2014,5,"C","Green",5,113.64,"Betong",1,"Fritt salg","Blokkleilighet",1,"1594.5",0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,3,1,"125.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-12,"4626/23/383/18",4626,23,383,"18",300493209,"Angeltveitmyrane 14","angeltveitmyrane",14,NA,"H0202","5363","Boligblokker",860086,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33",3,6513983
"793",3945000,64,1957,1,"G","Lightgreen",4,419.64,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1546.8",1,0,0,0,0,0,1,"115.0","0.0","115.0","0.0",0,1,1,"115.0",6,2,2,1,0,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",2,"Privat kloakk",2021,"2021Q3",2021-08-11,"4601/5/62/NA",4601,5,62,"NA",172956505,"Erdalsvegen 14","erdalsvegen",14,NA,"H0101","5226","Småhus",982565,"Enebolig","Bolig","Bolig","6728806.14","-27660.4",11,4955191
"805",4240000,6,2015,5,"C","Green",5,114.61,"Betong",1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,6,6,"65.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-01,"4601/158/87/77",4601,158,87,"77",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",644280,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98",5,6289190
"806",2890000,6,2015,5,"C","Green",5,114.61,"Betong",1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,6,4,"46.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-22,"4601/158/87/75",4601,158,87,"75",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",218010,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98",4,6289192
"807",5175000,6,2015,5,"C","Green",5,114.61,"Betong",1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,5,1,"94.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-12,"4601/158/87/65",4601,158,87,"65",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",306412,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98",6,6289182
"808",4350000,6,2015,5,"C","Green",5,114.61,"Betong",1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,6,7,"72.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-30,"4601/158/87/78",4601,158,87,"78",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",1506062,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98",9,6289189
"814",2300000,121,1900,1,"G","Red",1,478.71,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"151.7",0,0,0,0,0,0,7,"563.0","0.0","563.0","0.0",0,1,1,"22.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-20,"4601/164/1098/1",4601,164,1098,"1",139282884,"Bohrs gate 4","bohrs gate",4,NA,"H0101","5015","Boligblokker",591832,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734079.28","-32250.66",9,4860415
"822",3740000,5,2016,6,"B","Green",5,114.94,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"3905.9",0,0,0,0,0,0,14,"1251.0","0.0","1251.0","377.0",0,2,1,"73.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-01,"4601/116/264/14",4601,116,264,"14",300427543,"Sandsliåsen 49","sandsliåsen",49,NA,"H0202","5254","Boligblokker",1075539,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6723873.53","-35444.05",6,6392706
"826",4250000,8,2013,5,"C","Red",1,136.77,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"1193.3",0,0,0,0,0,0,5,"601.0","0.0","601.0","278.0",0,2,1,"155.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-04,"4626/43/683/4",4626,43,683,"4",300342057,"Nygårdsvegen 48 D","nygårdsvegen",48,"D","H0201","5350","Småhus",1389130,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6731297.56","-42037.16",5,6240631
"831",2460000,7,2014,5,"C","Orange",2,155.75,"Tre",4,"Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,8,"616.0","0.0","616.0","388.0",0,2,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-23,"4624/34/647/8",4624,34,647,"8",300326961,"Skeisbotnen 68 A","skeisbotnen",70,"C","H0101","5217","Småhus",764393,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6709448.6","-31085.75",4,6215564
"835",3725000,73,1948,1,"G","Orange",2,465.29,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"829.3",0,0,0,0,0,0,9,"1095.0","0.0","1095.0","0.0",0,3,1,"73.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-18,"4601/160/79/9",4601,160,79,"9",139230728,"Birkeveien 4","birkeveien",4,NA,"H0101","5093","Boligblokker",581025,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6730981.3","-30436.53",9,4847431
"849",3100000,10,2011,6,"B","Red",1,108.29,"Betong",1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,1,1,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-05,"4601/87/193/4",4601,87,193,"4",25591828,"Apeltunhaugene 197","apeltunhaugene",197,NA,"H0303","5238","Boligblokker",1238760,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14",8,4839664
"850",2980000,10,2011,6,"B","Red",1,108.29,"Betong",1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,2,5,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-05,"4601/87/193/7",4601,87,193,"7",25591828,"Apeltunhaugene 197","apeltunhaugene",199,NA,"H0303","5238","Boligblokker",533637,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14",10,4839652
"853",4100000,10,2011,6,"B","Red",1,108.29,"Betong",1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,1,2,"92.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-02,"4601/87/193/5",4601,87,193,"5",25591828,"Apeltunhaugene 197","apeltunhaugene",197,NA,"H0303","5238","Boligblokker",942563,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14",5,6084888
"861",2700000,10,2011,6,"B","Red",1,108.29,"Betong",1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,1,5,"52.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-05,"4601/87/193/3",4601,87,193,"3",25591828,"Apeltunhaugene 197","apeltunhaugene",197,NA,"H0303","5238","Boligblokker",1398691,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14",4,4839627
