"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"268",2562000,17,2005,3,"E",1,197.63,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,3,2,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-18,"4601/216/1150/14","4601","216","1150","14",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",64497,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"273",3e+06,17,2005,3,"E",1,197.63,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,4,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-17,"4601/216/1150/19","4601","216","1150","19",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",658047,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"274",3e+06,17,2005,3,"E",1,197.63,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,3,4,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-29,"4601/216/1150/16","4601","216","1150","16",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",834319,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"281",2730000,124,1898,1,"G",2,573.07,1,"Fritt salg","Blokkleilighet",1,"333.8",0,0,0,0,0,0,0,13,"987.0","0.0","987.0","0.0",0,3,3,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-01,"4601/164/1292/9","4601","164","1292","9",139747844,"DANIEL HANSENS GATE 14","daniel hansens gate",14,NA,NA,"5008","Boligblokker",968824,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733717.09","-31720.11"
"287",3680000,111,1911,2,"F",1,361.26,1,"Fritt salg","Blokkleilighet",1,"177.7",0,0,0,0,0,0,0,7,"423.0","0.0","423.0","0.0",0,2,2,"42.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-01,"4601/167/656/4","4601","167","656","4",139315340,"Rotthaugsgaten 6","rotthaugsgaten",6,NA,"H0201","5033","Boligblokker",722965,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735513.95","-31822.35"
"302",5360000,11,2011,4,"D",4,151.51,1,"Fritt salg","Blokkleilighet",1,"2115.2",0,0,0,0,0,0,0,32,"3785.0","0.0","3785.0","1.0",0,3,1,"91.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-16,"4601/120/477/25","4601","120","477","25",25605330,"Vindharpevegen 10","vindharpevegen",8,NA,NA,"5237","Boligblokker",1303253,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6724234.39","-34345.0"
"306",2625000,85,1937,2,"F",1,477.47,4,"Fritt salg","Blokkleilighet",1,"254.8",0,0,0,0,0,0,0,4,"246.0","0.0","246.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Kjelleretasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-09,"4601/162/768/1","4601","162","768","1",139262875,"Gimleveien 95","gimleveien",95,NA,"K0101","5052","Småhus",871913,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6731326.96","-30434.58"
"307",5400000,122,1900,1,"G",2,564.32,4,"Fritt salg","Blokkleilighet",1,"144.9",0,0,0,0,0,0,0,4,"448.0","0.0","448.0","0.0",0,3,1,"98.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q4",2022-11-14,"4601/164/581/3","4601","164","581","3",139709349,"Øysteins gate 8","øysteins gate",8,NA,"H0401","5007","Boligblokker",1290324,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734031.95","-32341.18"
"315",2560000,107,1915,1,"G",1,794.52,2,"Fritt salg","Blokkleilighet",1,"165.5",0,0,0,0,0,0,0,10,"353.0","0.0","353.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-10,"4601/168/490/1","4601","168","490","1",139328019,"Kirkegaten 16","kirkegaten",16,NA,NA,"5036","Boligblokker",878462,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735946.59","-31603.17"
"318",2220000,107,1915,1,"G",1,794.52,2,"Fritt salg","Annet",1,"165.5",0,0,0,0,0,0,0,10,"353.0","0.0","353.0","0.0",0,2,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-18,"4601/168/490/5","4601","168","490","5",139328019,"Kirkegaten 16","kirkegaten",16,NA,NA,"5036","Boligblokker",795977,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735946.59","-31603.17"
"322",2750000,83,1939,1,"G",1,738.63,2,"Fritt salg","Annet",1,"425.1",0,0,0,0,0,0,0,3,"283.0","0.0","283.0","0.0",0,1,1,"45.0",2,1,0,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-01,"4601/168/905/1","4601","168","905","1",139332482,"Munkebotn 39","munkebotn",39,NA,"U0101","5036","Småhus",124578,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6737198.98","-31951.05"
"330",2690000,92,1930,1,"G",4,444.36,2,"Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,2,6,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-06-08,"4601/168/678/20","4601","168","678","20",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",614917,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"332",3150000,92,1930,1,"G",4,444.36,2,"Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,1,6,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q4",2022-10-02,"4601/168/678/10","4601","168","678","10",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",1100316,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"341",5600000,92,1930,1,"G",4,444.36,2,"Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-06-02,"4601/168/678/30","4601","168","678","30",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",596836,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"347",2670000,92,1930,1,"G",4,444.36,2,"Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,2,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-05-31,"4601/168/678/24","4601","168","678","24",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",578059,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"350",5190000,67,1955,2,"F",2,385.24,4,"Fritt salg","Tomannsbolig",1,"440.1",0,0,0,0,0,0,0,1,"143.0","0.0","143.0","0.0",0,1,1,"143.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-05,"4601/11/132/NA","4601","11","132","NA",139391942,"Nattlandsåsen 13","nattlandsåsen",13,NA,NA,"5231","Småhus",484423,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6728542.04","-30829.23"
"352",5990000,35,1987,3,"E",2,248.72,4,"Fritt salg","Frittliggende enebolig",1,"737.9",0,0,0,0,0,0,0,2,"269.0","0.0","269.0","0.0",0,1,1,"60.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-15,"4624/8/473/NA","4624","8","473","NA",9775668,"Lerkevegen 33","lerkevegen",33,NA,"H0101","5212","Småhus",288500,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6716368.39","-27155.86"
"356",5990000,35,1987,3,"E",2,248.72,4,"Fritt salg","Frittliggende enebolig",1,"737.9",0,0,0,0,0,0,0,2,"269.0","0.0","269.0","0.0",0,1,1,"209.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-15,"4624/8/473/NA","4624","8","473","NA",9775668,"Lerkevegen 33","lerkevegen",33,NA,"H0101","5212","Småhus",288500,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6716368.39","-27155.86"
"360",4050000,17,2005,4,"D",1,180.37,4,"Fritt salg","Tomannsbolig",1,"4087.3",1,0,0,0,0,0,0,1,"140.0","0.0","140.0","0.0",0,1,1,"140.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-03,"4627/14/411/3","4627","14","411","3",22991337,"Peragjerdet 24","peragjerdet",24,NA,"H0101","5308","Småhus",473975,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6739429.41","-39031.91"
"380",5690000,122,1900,1,"G",1,394.31,2,"Fritt salg","Blokkleilighet",1,"275.8",0,0,0,0,0,0,0,7,"451.0","0.0","451.0","0.0",0,2,1,"92.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-28,"4601/167/442/6","4601","167","442","6",139313550,"Ladegårdsgaten 19","ladegårdsgaten",19,NA,NA,"5033","Boligblokker",1469588,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6735218.7","-31736.23"
"396",3565000,67,1955,3,"E",2,238.23,2,"Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,1,1,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-19,"4601/160/162/1","4601","160","162","1",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,"A",NA,"5093","Boligblokker",1180274,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"401",3475000,67,1955,3,"E",2,238.23,2,"Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,3,2,"67.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-20,"4601/160/162/10","4601","160","162","10",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,"A",NA,"5093","Boligblokker",1051001,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"402",3150000,67,1955,3,"E",2,238.23,2,"Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,1,1,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-11,"4601/160/162/3","4601","160","162","3",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,NA,NA,"5093","Boligblokker",278253,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"410",2600000,66,1956,3,"E",3,234.99,2,"Fritt salg","Blokkleilighet",1,"1151.5",0,0,0,0,0,0,0,8,"718.0","0.0","718.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Loft","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-14,"4601/161/125/8","4601","161","125","8",139241827,"Bekkeveien 11","bekkeveien",11,NA,NA,"5096","Boligblokker",54542,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6731208.59","-30081.03"
"414",3300000,31,1991,4,"D",1,173.18,1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,1,2,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-01,"4601/11/676/12","4601","11","676","12",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",589068,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"424",1400000,32,1990,3,"E",1,194.6,1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,10,"27.0",1,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-08,"4601/38/351/21","4601","38","351","21",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",264018,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"436",2300000,32,1990,3,"E",1,194.6,1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,6,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-30,"4601/38/351/25","4601","38","351","25",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",715545,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"441",5350000,36,1986,4,"D",2,229.67,4,"Fritt salg","Rekkehus/kjede",1,"212.6",0,0,0,0,0,0,0,1,"132.0","0.0","132.0","0.0",0,1,1,"128.0",4,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-06-22,"4601/185/572/NA","4601","185","572","NA",139879244,"Morvikbotn 80","morvikbotn",80,NA,"H0101","5122","Småhus",675669,"Rekkehus","Bolig","Bolig","6742958.0","-33186.97"
"451",2100000,16,2006,4,"D",1,171.3,1,"Gave","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,9,"578.0","0.0","578.0","0.0",1,4,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-23,"4601/164/445/24","4601","164","445","24",139277465,"Olaf Ryes vei 11 B","olaf ryes vei",11,"B",NA,"5007","Boligblokker",1331526,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"472",3120000,17,2005,3,"E",1,220.6,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,4,2,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-01,"4601/216/1150/88","4601","216","1150","88",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",840688,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"474",3900000,17,2005,3,"E",1,220.6,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,4,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-18,"4601/216/1150/87","4601","216","1150","87",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",795296,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"487",3530000,17,2005,3,"E",1,220.6,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,2,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-01,"4601/216/1150/75","4601","216","1150","75",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",1233272,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"491",2850000,17,2005,3,"E",1,220.6,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,4,5,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-21,"4601/216/1150/91","4601","216","1150","91",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",1052006,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"492",2200000,17,2005,3,"E",1,220.6,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,2,2,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-16,"4601/216/1150/76","4601","216","1150","76",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",1035709,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"498",3690000,15,2007,4,"D",1,138.38,1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,1,2,"54.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-11,"4601/164/46/31","4601","164","46","31",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",882130,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7"
"500",5790000,15,2007,4,"D",1,138.38,1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,2,1,"90.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-09,"4601/164/46/36","4601","164","46","36",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",157471,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7"
"514",3770000,20,2002,4,"D",1,175.17,1,"Fritt salg","Blokkleilighet",1,"928.4",0,0,0,0,0,0,0,18,"1939.0","0.0","1939.0","0.0",0,4,3,"81.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-22,"4601/150/428/12","4601","150","428","12",9574948,"Kringsjåveien 123","kringsjåveien",123,NA,NA,"5163","Boligblokker",316886,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734515.48","-34498.39"
"525",4e+06,9,2013,5,"C",2,133.29,4,"Fritt salg","Tomannsbolig",1,"759.5",0,0,0,0,0,0,0,2,"226.0","0.0","226.0","98.0",0,1,1,"140.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-08,"4601/182/683/2","4601","182","683","2",23658674,"Langtovegen 24","langtovegen",24,NA,"H0101","5137","Småhus",863678,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6745114.91","-33078.49"
"530",4500000,32,1990,3,"E",1,246.33,4,"Fritt salg","Frittliggende enebolig",1,"95.4",0,0,0,0,0,0,0,2,"94.0","0.0","94.0","0.0",1,1,1,"0.0",0,0,0,0,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-30,"4601/168/9/NA","4601","168","9","NA",139323785,"Sandviksveien 4","sandviksveien",4,NA,"H0101","5036","Småhus",1362451,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6735841.19","-31750.22"
"532",4500000,32,1990,3,"E",1,246.33,4,"Fritt salg","Frittliggende enebolig",1,"95.4",0,0,0,0,0,0,0,2,"94.0","0.0","94.0","0.0",1,2,1,"0.0",0,0,0,0,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-30,"4601/168/9/NA","4601","168","9","NA",139323785,"Sandviksveien 4","sandviksveien",4,NA,"H0101","5036","Småhus",1362451,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6735841.19","-31750.22"
"546",1263464,94,1928,1,"G",2,630.26,4,"Opphør av samboerskap","Blokkleilighet",1,"489.3",0,0,0,0,0,0,0,3,"338.0","0.0","338.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-30,"4601/158/294/1","4601","158","294","1",139214668,"Rogagaten 11 A","rogagaten",11,"A","H0101","5055","Småhus",1361505,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6732239.37","-31691.11"
"560",2430000,36,1986,3,"E",1,218.54,1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,0,20,"3018.0","0.0","3018.0","0.0",0,1,1,"76.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-18,"4601/49/295/170","4601","49","295","170",9430601,"Vallalia 81","vallaheiane",56,NA,"H0301","5227","Småhus",1315710,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722883.04","-30219.37"
"575",2270000,66,1956,2,"F",2,379.81,4,"Fritt salg","Blokkleilighet",1,"1078.3",0,0,0,0,0,0,0,5,"352.0","0.0","352.0","0.0",0,2,1,"55.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-28,"4601/121/76/4","4601","121","76","4",139565452,"Krohnåsvegen 73","krohnåsvegen",73,NA,"H0202","5239","Småhus",229898,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723332.66","-33043.26"
"576",2150000,66,1956,2,"F",2,379.81,4,"Fritt salg","Blokkleilighet",1,"1078.3",0,0,0,0,0,0,0,5,"352.0","0.0","352.0","0.0",0,1,2,"56.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-16,"4601/121/76/3","4601","121","76","3",139565452,"Krohnåsvegen 73","krohnåsvegen",73,NA,"H0202","5239","Småhus",1431833,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6723332.66","-33043.26"
"578",9200000,66,1956,1,"G",2,426.85,4,"Fritt salg","Frittliggende enebolig",1,"671.7",0,0,0,0,0,0,0,1,"194.0","0.0","194.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-15,"4601/40/465/NA","4601","40","465","NA",139464729,"Dådyrvegen 5","dådyrvegen",5,NA,NA,"5238","Småhus",788445,"Enebolig","Bolig","Bolig","6724005.28","-32395.44"
"603",3890000,139,1883,1,"G",3,504.83,4,"Fritt salg","Frittliggende enebolig",1,"77.5",0,0,0,0,0,0,0,1,"114.0","0.0","114.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-04,"4601/154/11/NA","4601","154","11","NA",139628721,"Damsgårdsveien 192","damsgårdsveien",192,NA,"H0101","5160","Småhus",364499,"Enebolig","Bolig","Bolig","6733774.6","-33434.4"
"609",3690000,13,2009,5,"C",1,141.23,4,"Fritt salg","Tomannsbolig",1,"413.2",0,0,0,0,0,0,0,1,"189.0","0.0","189.0","1.0",0,1,1,"189.0",7,2,3,1,0,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",2,"Privat kloakk",2022,"2022Q1",2022-01-02,"4624/71/104/NA","4624","71","104","NA",25378083,"Berge 77 B","berge",77,"B","H0101","5211","Småhus",1077,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6712284.92","-23709.46"
"621",2430000,11,2011,6,"B",1,118.18,1,"Fritt salg","Blokkleilighet",1,"2814.1",0,0,0,0,0,0,0,4,"244.0","0.0","244.0","156.0",0,1,1,"61.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q4",2022-11-02,"4626/33/502/2","4626","33","502","2",300185325,"Norda Skaret 1 B","norda skaret",1,"B","H0101","5360","Småhus",1243469,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6732622.74","-45982.04"
